pointID,Y,clas,0J2Eei_dis,0lNgn9_dis,0lqILL_dis,0lRuxs_dis,0q9zMY_dis,16s2nz_dis,1EMEJI_dis,1FGMod_dis,1JuBfd_dis,1LjRDl_dis,1XF1X0_dis,29KMnS_dis,2lyMuJ_dis,2r4Hh0_dis,2rzl86_dis,2UAhV5_dis,317Ntu_dis,32XMZ5_dis,37ml0o_dis,3AqzlF_dis,3PzlFt_dis,3RIUiC_dis,4fvVIy_dis,4G9UYJ_dis,4R2Rn7_dis,589fg9_dis,58Tx9G_dis,5A0TWR_dis,5gKx0K_dis,5kEZ8d_dis,5MOvkn_dis,5nBfi6_dis,5RjxqC_dis,5ToHm9_dis,68jgTI_dis,6AwPzR_dis,6CZIhx_dis,6dqoNu_dis,6ftQpM_dis,6IBlpO_dis,6PNP8e_dis,78CE4w_dis,7jHpTb_dis,7l7BuB_dis,7Nc2i0_dis,7nkLA1_dis,7Rr8jJ_dis,7t5oeV_dis,82i7zj_dis,8Ap8Sc_dis,8CU0za_dis,8Dwo75_dis,8Np2ab_dis,8pYnEL_dis,8qpu8k_dis,8Xf3s0_dis,98sQdM_dis,9AiC7l_dis,9Alx9k_dis,9CLaJ9_dis,9jl0m9_dis,9jyeI3_dis,9w3Ssj_dis,9X7qmi_dis,a1mzIa_dis,A1pYh0_dis,a5LTnv_dis,a7PNuM_dis,ABjC2f_dis,Ae2rn1_dis,AHM29R_dis,ajlCM7_dis,AKKYbA_dis,akOFEq_dis,aKqPxc_dis,amYlx3_dis,ArdZES_dis,atYtLd_dis,aXrDul_dis,Ay9BFi_dis,aYslVI_dis,AYZ6W7_dis,B1jeU0_dis,bAlj9j_dis,bAraCZ_dis,BEtoam_dis,BFcjcc_dis,BhG7p2_dis,bLLPf0_dis,bPg3YW_dis,bQsSZN_dis,bS6Cgp_dis,BvxfkT_dis,BxREQb_dis,c1vslK_dis,c2BBFA_dis,c8vWEQ_dis,CAcg5N_dis,cc4oIv_dis,ccKoAt_dis,CFGwSI_dis,ciG31e_dis,ckJfv2_dis,Cnp7tX_dis,CPSGSi_dis,CSQvb8_dis,CtiieF_dis,CwZI8N_dis,cXbOtv_dis,cXhW5B_dis,D1hdJf_dis,d1Vt4C_dis,D2Pv5o_dis,d94gsk_dis,DamiAX_dis,dEKN6s_dis,dG2yyk_dis,dH0Sbf_dis,DKc7hM_dis,DLTk4z_dis,Dn2ekt_dis,DpP1vd_dis,dqPJLf_dis,dQZkNB_dis,ds2MJ3_dis,DsxVLn_dis,dVP8vB_dis,DVvv7D_dis,dxAHkF_dis,dxOcHf_dis,dzzWZH_dis,E99r2f_dis,EaTO5E_dis,Ecb1vZ_dis,Efrkqc_dis,ehlqNA_dis,eIWnCl_dis,EjQros_dis,EK7Y6z_dis,EkvtdH_dis,ersrRa_dis,ESADJY_dis,eYZhIq_dis,EZMe40_dis,f1vItp_dis,F2w0se_dis,F5oRwW_dis,fbAoDs_dis,fFAOiR_dis,fiHTUm_dis,fqnHrJ_dis,fqx8Wv_dis,FtELf1_dis,FxUpxF_dis,fzQmXK_dis,G0ic8J_dis,G3kgIA_dis,g6bIok_dis,g8HGoP_dis,gFdIBf_dis,ghOL8a_dis,GhxOvO_dis,gKY7ow_dis,GoMnsR_dis,gOQIpr_dis,gPDGXP_dis,GrlCUs_dis,Grli4p_dis,GYszIA_dis,HekVYP_dis,HlknwY_dis,HnDU0O_dis,hnfgRF_dis,Hp24ig_dis,hQ7DpU_dis,hTyMKr_dis,HVykLC_dis,I8k4d7_dis,ia2MqE_dis,IErS67_dis,IFq2zN_dis,ijyED0_dis,ink0Du_dis,ipFXYx_dis,IRpM0V_dis,iXeWSk_dis,IxnY3r_dis,IxTdIr_dis,Ize3LM_dis,J4iKfC_dis,JapudN_dis,JAWymc_dis,jgZRvA_dis,Jk0jBD_dis,jK9DkQ_dis,jMrkHr_dis,jqaav4_dis,JWjcmE_dis,jx37Ms_dis,k0lmKz_dis,K19W98_dis,KeJNbj_dis,kEVbdZ_dis,kJ47yq_dis,KL9vmo_dis,KlYpDB_dis,Km4HmX_dis,kmwApj_dis,KnhEUT_dis,kwwZST_dis,L35qhp_dis,lAzteZ_dis,Lb1EBI_dis,LHPgnc_dis,lLhccJ_dis,LP3Q5l_dis,lPv51Z_dis,lUMjPv_dis,m6UoS1_dis,M8lNKF_dis,MD44rJ_dis,meWhYG_dis,MMRoq9_dis,MNaVBD_dis,MxYxjw_dis,myWXNW_dis,MZRSPu_dis,n820aG_dis,N9W04n_dis,Nb5AF2_dis,NbblsQ_dis,nBSYwP_dis,NBVzOF_dis,nFRVGV_dis,NFwYDY_dis,NM0qei_dis,NNmVoE_dis,NsB70S_dis,NTvDCQ_dis,nwkhPp_dis,nzJFk8_dis,o0hsUX_dis,o240Ud_dis,o7iYKQ_dis,oaLIm9_dis,ObgREd_dis,OBroqt_dis,OD3t1Y_dis,OFwULg_dis,oGfGh6_dis,Ol6Iy0_dis,OlO5Ue_dis,Oohx9G_dis,orMrXi_dis,OTknCq_dis,Ouc8w9_dis,OxDN1C_dis,Oz2K8Z_dis,ozwAUM_dis,p3XsI4_dis,P8pbkG_dis,PArAYO_dis,PbKmec_dis,Pd8xzL_dis,peDDsc_dis,pfx3HN_dis,PjzPcf_dis,pmhtbo_dis,pphgrU_dis,pPLrt7_dis,PpmrRz_dis,PR5Ud9_dis,PRt5n9_dis,pt8AKP_dis,pTAQqA_dis,pu9cAN_dis,Q2rKw7_dis,Q6cl8o_dis,Q7VV5J_dis,Q83wrD_dis,qDTXKJ_dis,Qem6Iq_dis,qj9zw6_dis,r4wMUA_dis,r7cOs0_dis,R7F44G_dis,rB93Ny_dis,rDKQzj_dis,REgUYZ_dis,rGDF2r_dis,RLwVnZ_dis,RoFTW7_dis,ROM1TF_dis,Rx85P6_dis,Rzkpoy_dis,S1XAzM_dis,S3A848_dis,sAKCZM_dis,SgdYsd_dis,SH7yU8_dis,SHccRo_dis,Sjdf5m_dis,SJdRUl_dis,SLUe1a_dis,smj6Sk_dis,SQVQSK_dis,SSCV9L_dis,StCVyN_dis,StDmB5_dis,STKKr4_dis,T2fk5L_dis,t3ChP5_dis,t3i906_dis,T7aSRX_dis,t7d4aI_dis,Tlz8YY_dis,tn2608_dis,u67b9W_dis,u6kqM1_dis,UfrwQx_dis,uICU45_dis,UjCdkO_dis,uJdShq_dis,Uknb1g_dis,UMiVbD_dis,uN11s2_dis,UO4MZb_dis,UR4KLG_dis,USbMKH_dis,usJqeV_dis,Ut9e8Q_dis,uxcvBD_dis,V7KrTS_dis,v9Pau3_dis,VavqGp_dis,vCXupD_dis,VfuH0k_dis,vglkw5_dis,Vkj0TK_dis,VkPjsB_dis,VnwMWm_dis,vuumTG_dis,VVdxu0_dis,VvEmQa_dis,VWBouG_dis,VwosYI_dis,vxUFcz_dis,W4Q3eW_dis,wbtySo_dis,WeVCEI_dis,wHza2D_dis,WHZSVf_dis,WLv1Hn_dis,WMrnze_dis,wn6Ae8_dis,WSZcWk_dis,WVQjtM_dis,wwoMHi_dis,X14Wev_dis,X1CkXE_dis,X3xwfj_dis,x5JKtD_dis,X5K0l0_dis,x9br3Z_dis,XApVMP_dis,xBCIHa_dis,xenyC3_dis,xHNRj8_dis,xjXrWu_dis,xKPshd_dis,XoTT19_dis,XqUnhw_dis,Xw2DxC_dis,xyT6SE_dis,Y2n4kB_dis,Y346TJ_dis,Y5nTNw_dis,YEEcwt_dis,YfPhN1_dis,yHoyQa_dis,YIlHkW_dis,YK0DP5_dis,YmOtR4_dis,YOFnQR_dis,YqRBx5_dis,yrkm8o_dis,YRqPQR_dis,YsOI8X_dis,yUM1oZ_dis,YWB1N2_dis,YwQWa6_dis,ywSFLh_dis,YYBBVT_dis,z2cp77_dis,Z2dTAy_dis,Z49a5R_dis,ZB9QG4_dis,ZBBWui_dis,ZbZ26V_dis,ZCJ1fM_dis,ZH9NCC_dis,zhDOH6_dis,zJyGOu_dis,ZNq7uM_dis,zNx8Ae_dis,ZtLiiO_dis,ZUARCd_dis,ZUKnkY_dis,zUqUbd_dis,zVhQh2_dis,zVYJQR_dis,Zx9Sgz_dis,ZZCKRc_dis,0mopv1,1bhCrD,8XhR4a,9b2qvQ,9LaZAu,9Pd73V,CX36S1,DP8mvj,e7bc5p,Fhvhii,fpjVsi,gMMkwc,Hl4Oib,iq9ttn,iqpW7d,jLb9xg,JsIDXJ,JWsuOl,Kz7jzb,MgUo7m,nbH41N,nC5yPs,Oe26Xn,oH6O08,OvFLLf,PjGIPv,plWeVn,S37hJD,t76ePB,udvwTk,vyuTR6,Z3xNfy,ZidLNx
0,1.4555,草地,10779.23051,49305.88045,11056.61735,30154.78672,11140.19241,34237.79875,49427.83031,38168.69507,29882.31863,10825.17053,32848.54312,49640.08884,50388.75293,59071.53185,10824.82619,12387.81577,34040.1789,33861.95504,11125.16499,11183.38108,25423.78178,14947.51372,11052.5436,11069.61824,33861.95504,38208.50311,34042.20745,54606.40208,40963.95458,50751.13497,54606.79121,10600.89371,10994.56014,41630.38453,50780.48448,11035.82768,173632.1524,23117.04415,33776.38279,5880.17779,11199.0353,29882.31863,13801.42092,49405.92678,13273.29821,10994.56014,72807.83597,58697.57163,9981.748272,12878.90632,37930.72507,9981.748272,6285.738953,59508.47253,11125.16499,49383.86522,53354.86741,33715.56493,41760.33257,53667.91687,49891.92351,13807.73424,3168.723582,11126.85964,28820.7207,35218.93598,11046.87406,59315.86539,11185.77208,53320.80844,11081.805,11106.31718,11527.9836,23476.97365,46598.71585,34501.26537,42069.49546,300.3886951,39068.61828,33760.61257,49435.28461,11102.83428,34449.66562,59492.29906,67598.69057,53368.52524,13076.88826,50988.13755,16182.63975,46912.77,11141.10373,34742.70304,30123.92615,34537.96202,53749.08133,48095.42092,33684.96664,52932.10237,8183.490373,40057.60587,28478.74515,32569.49891,55586.98709,52010.41237,11191.80405,19980.91627,13664.22985,34390.35501,13657.99465,58816.78864,34736.45931,33873.88036,11046.87406,47814.68281,11069.61824,13834.01925,37188.32601,37000.73417,53123.28402,61820.68694,10824.82619,36170.31297,41673.93018,11296.7135,25763.66706,1065.763727,17115.00112,41903.28384,36567.05593,11125.12708,11125.12708,95094.13056,11177.22272,49286.63408,11049.71913,37876.40826,11152.17269,11177.82026,96471.92348,5880.17779,6285.738953,9981.748272,53588.73072,59472.10756,34527.6657,11125.12708,13433.16075,7079.077362,42217.32324,34424.35711,51090.65465,49636.74698,16669.31224,135960.2898,11209.66822,59936.24408,68020.26868,35539.45612,33539.8139,34449.66562,158920.3493,50733.36363,34294.11453,32701.7696,3142.304734,41649.53494,39050.36321,57404.24916,49565.99411,10767.23676,60861.73956,11115.33506,52948.05379,41071.10476,34815.50636,49232.6667,52773.3684,18840.43337,11121.82816,5880.17779,13986.25866,52577.02916,37642.65501,22921.85426,11094.56937,15164.34871,49713.52496,11141.46934,59258.2121,71387.50311,2135.359203,11108.86755,10600.89371,25800.82618,15681.95577,53315.86203,11202.38291,48989.15824,10600.89371,36867.46972,72074.27791,38321.78436,11141.10373,53768.11234,11412.00754,54455.57906,50854.23646,48429.77253,11122.43284,3142.304734,11104.27617,11108.86755,38099.69292,36952.94898,11115.33506,49814.46586,57864.74327,11162.65509,11052.5436,36178.06239,48971.82044,1125.140636,3211.32038,54610.60163,53502.15553,10945.41868,38714.54092,38099.69292,63176.01515,11135.7922,11128.2253,32278.04673,59619.42482,11054.65707,36066.40239,10824.82619,11064.26962,52712.50013,54366.8742,11229.07877,49869.75421,33334.15019,39048.35017,33834.78386,19132.0832,33241.83592,66730.20734,48709.47932,53687.57676,34384.00004,11106.31718,11128.2253,61557.02066,10779.23051,37875.65156,43324.79906,47817.14251,13603.46881,49107.63275,11177.23018,32695.06097,40136.35842,34704.69707,57649.7133,34591.31907,15236.7086,11135.7922,12812.03292,13767.1689,54054.01439,300.3886951,33832.23212,35240.27533,13457.53043,60584.11408,32605.42023,39836.07477,11069.61824,10779.23051,49133.88528,11056.61735,33777.54566,13289.53755,37012.60117,2135.359203,53222.45119,8819.653838,11136.44697,25398.72557,37998.52744,11058.89216,11388.30165,49405.92678,9875.986845,39663.79015,13253.40654,33014.81256,11115.33506,53137.17032,11065.5627,27370.1101,32728.0735,41714.00595,13347.42999,27370.1101,11031.88391,11307.04867,11256.70056,13125.08026,55197.6392,11056.61735,50979.03814,53768.11234,55880.29451,11053.58396,50093.16151,58485.69785,36953.18358,16304.46805,39025.77996,32467.61585,11031.88391,39068.61828,51461.81906,32703.24895,11177.9383,14722.10497,32467.61585,52636.02532,30761.44465,48204.98862,10945.41868,13649.28722,55268.41841,11035.82768,6285.738953,15772.911,13662.02505,49028.60519,13273.29821,50341.0869,11196.29664,22816.67575,11146.16732,11081.805,147835.1712,11031.88391,39960.76824,51934.77809,35081.17714,52741.91904,13125.08026,10825.17053,11069.61824,11158.89934,45646.66938,11121.82816,11313.785,11065.5627,59156.60768,30123.92615,25398.72557,25478.28884,300.3886951,11122.43284,13637.1396,11153.94519,13603.46881,35241.79252,10994.56014,13986.25866,11108.86755,32298.22857,49733.50909,51236.37837,27370.1101,37824.75392,9352.008592,9875.986845,13664.22985,11094.56937,1123.704765,32677.43099,56833.89751,11207.16748,54954.70483,59935.91341,37837.30942,60011.38812,11042.27974,50752.59504,11202.38291,34449.66562,58607.30876,37855.16392,43600.88647,47922.51453,11209.66822,11207.16748,11094.56937,42112.38679,38026.57001,14910.61903,13656.16889,11049.71913,59229.70773,28820.7207,10903.69827,36939.66828,47922.42515,36553.08835,19136.10458,43304.46366,10,226750000,2.128671646,0,0,0,0,0,1.061458468,3036900,8889.166992,0,0,122068,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.4486,草地,22549.5549,51587.30155,19479.21632,25214.71822,22191.84933,30095.38961,50251.44379,35524.469,24953.49291,22421.627,31899.87086,51301.67719,52796.01307,62036.45758,19382.41244,21657.85156,33174.49096,32897.49179,19521.99211,22312.12522,31394.03108,19373.40934,19431.01354,20908.02899,32897.49179,37138.66452,35599.84069,55821.99998,45091.0864,53626.33031,55823.67125,21849.56783,19300.49698,39838.90928,52292.22629,23547.73929,172551.625,28155.60582,32973.32259,18479.06914,22701.9309,24953.49291,22932.17424,51255.68953,19409.32902,19300.49698,69770.52535,61706.72246,20093.41335,22373.9933,36902.55754,20860.15757,11206.8892,60869.24534,19521.99211,50054.24256,55117.0681,32876.90073,40378.05394,54739.83086,51753.74597,22918.98728,10583.64507,20598.64841,24964.21154,34172.41667,19474.29565,58829.01227,20908.02899,56145.35346,19356.23369,19326.45979,20093.41335,19249.37352,46881.11918,33455.97008,40939.45455,562.092077,42740.36609,32928.50293,51420.17246,23615.23124,33544.90252,60853.08756,68203.60128,54803.2638,22536.53935,53630.88162,25210.66771,48096.46823,19472.65647,30811.01739,26458.42337,36777.79361,57570.37898,50361.75211,32865.5978,54366.27428,17833.79984,43986.70222,24403.92093,31656.72981,58482.92015,52657.70278,22696.42243,13656.8079,22973.83843,33343.27576,22970.37096,60244.80627,33691.72995,31159.19923,19474.29565,51113.93654,19446.51372,22938.77807,31373.61647,30897.25902,54522.24644,62994.06421,19382.41244,36988.051,45724.1124,19495.07577,19249.37352,4140.293922,19122.59758,40615.27411,44569.49703,22804.25186,19315.11065,103793.043,22911.76674,51233.0447,22873.13208,42119.58051,23016.25294,23700.95892,89412.12841,18479.06914,11206.8892,20093.41335,54755.89952,60623.51317,33482.2244,22804.25186,20607.42881,17906.73871,45933.32699,28765.24295,52595.77956,52926.85112,24657.2548,135013.4777,19458.27003,62107.76914,68276.84513,34687.14229,32790.07571,33544.90252,159060.0142,52783.94861,33432.82828,42500.94084,12854.65548,40379.38252,37109.60297,59000.88308,52775.62179,19414.68952,61854.74552,19373.40934,54347.3876,39750.45832,36735.19773,50117.31919,54673.01612,19468.03247,20736.24941,18479.06914,23219.42286,54632.44096,42032.5527,27961.64992,19360.3929,19462.87455,51387.90712,20648.10966,67673.58038,69963.04136,1187.622194,19324.15807,19446.51372,21552.01394,23366.51161,56140.33648,23720.51705,49685.40855,21849.56783,30996.65644,76196.84691,40243.60643,19462.87455,57056.99448,4423.834202,55474.91586,52723.80045,51886.00393,20726.47037,12789.25078,19356.23369,22918.98728,35441.73941,30827.71399,19373.40934,52925.05979,59434.63028,19545.30198,23567.01289,35091.41296,51143.58177,3948.02326,15553.23155,53648.88491,53565.76644,20777.12062,43219.24991,35441.73941,64773.88958,19315.11065,20740.5441,31473.55233,65062.0596,4487.736523,34537.05856,19326.45979,22624.54803,53019.74638,57059.9978,23742.02343,51555.95859,32397.38194,36842.67507,30898.4271,20702.90113,32608.53586,72656.35976,50805.69306,55172.92277,36784.46801,19326.45979,20740.5441,60500.49591,22421.627,36849.73393,44965.68505,50312.5658,22914.77894,49981.22169,19549.22661,30612.86882,40283.94919,37066.54218,64114.12366,36991.91382,24060.50151,19328.64236,22334.58702,23010.48366,58166.31413,562.092077,32832.25923,34337.03936,22861.39311,61636.50914,31609.61913,43772.87543,22964.88877,22549.5549,51108.36931,18838.43237,30879.21704,22603.47845,30820.06139,1187.622194,54707.079,17776.07112,22908.64067,31353.25854,36760.04117,19408.24152,23871.92317,51255.68953,18794.67884,37961.46319,22607.06096,35321.09336,20755.58785,55791.3171,20783.13186,19532.33062,32007.46215,40398.70436,22805.85199,19532.33062,23543.44748,19345.91891,19324.15807,22503.89477,55223.93292,18838.43237,55756.64195,57056.99448,58048.01201,23011.82845,52001.17413,60095.86303,32503.08427,4423.834202,37030.79667,31500.90378,23543.44748,42740.36609,54086.43236,30728.74916,20605.83301,23047.38064,31500.90378,55903.16266,30295.62048,49364.91673,20777.12062,22965.06432,53021.70616,19459.25764,11206.8892,23398.29916,20783.13186,51126.2215,19409.32902,50708.47429,19431.01354,27874.83829,19315.11065,19485.80845,146407.9115,19287.86594,40214.44438,53915.31648,34033.572,54038.72836,22503.89477,22421.627,19446.51372,20766.73467,52791.36904,20736.24941,18838.43237,22860.72811,60582.92429,26458.42337,31353.25854,37647.81312,562.092077,19324.15807,19524.77629,23684.80875,22914.77894,34219.77773,19300.49698,23219.42286,22996.08411,31406.64698,51425.88318,53996.13244,19532.33062,42083.36221,20320.98647,22064.36656,22973.83843,19360.3929,6612.885617,31945.34373,56565.28449,19287.86594,54375.26585,62107.45215,35225.29049,60686.97897,19459.25764,52469.14173,20702.90113,33544.90252,59964.60715,35192.78528,47036.69798,51211.12137,19458.27003,19287.86594,19360.3929,47414.47445,35483.36088,20567.55544,22947.81079,20598.64841,60294.98997,24964.21154,19564.11065,30767.31426,51210.94376,44543.20868,20759.3427,46295.94526,2,225916672,0.954277575,0,0,0,0,0,0.15587905,2700000,8694.25,0,0,11457,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.4418,草地,22320.44887,51437.47304,19483.97272,25161.94202,22114.30866,30055.81624,50121.63197,35441.17152,24899.97237,22192.26887,31783.36339,51160.09498,52644.66273,61881.25534,19385.74118,21428.74669,33058.15668,32782.43801,19527.03383,22082.61121,31276.3186,19379.38483,19434.30583,20735.87332,32782.43801,37057.33124,35451.85432,55688.76581,44914.40625,53468.96499,55690.4188,21664.24663,19305.44687,39763.51193,52153.22839,23325.35018,172470.6146,27957.66702,32855.7476,18259.73093,22472.6758,24899.97237,22703.92181,51111.41576,19420.78676,19305.44687,69712.61416,61550.18991,19945.77278,22144.58524,36792.72783,20690.2519,11039.65221,60735.65385,19527.03383,49926.63993,54975.62281,32759.78708,40277.1052,54608.29758,51609.51862,22690.78927,10737.41463,20426.24292,24888.66855,34060.13567,19479.55364,58755.77046,20735.87332,56027.52957,19359.44937,19330.13092,19945.77278,19254.95535,46757.75916,33342.87526,40834.72817,559.0216064,42567.97106,32811.3436,51274.07086,23392.83564,33429.62002,60719.49061,68083.58755,54672.13081,22307.26111,53517.55775,24983.63025,47960.25275,19476.00524,30801.4147,26381.96556,36619.55475,57435.12959,50211.28561,32748.16024,54229.26353,17603.13144,43811.84945,24331.58793,31539.33874,58364.14511,52537.27689,22467.32452,13598.20209,22745.0832,33230.08227,22741.60696,60110.02217,33578.89065,31139.33107,19479.55364,50950.06087,19444.85588,22710.6077,31349.30897,30878.87084,54385.81101,62877.06982,19385.74118,36910.49346,45548.63755,19492.44851,19254.95535,4018.797157,18940.78951,40512.92947,44354.39907,22575.08385,19319.45207,103577.8512,22683.5563,51087.40102,22644.15453,41940.0837,22787.76996,23478.72414,89439.97793,18259.73093,11039.65221,19945.77278,54622.96084,60492.94467,33369.16163,22575.08385,20435.2624,17676.13449,45792.787,28789.92444,52457.00739,52763.78674,24434.60353,134928.032,19463.01355,61962.87126,68167.83691,34572.24985,32671.43217,33429.62002,158958.0659,52637.50191,33316.95446,42279.9727,12720.40177,40276.55362,37015.38159,58871.39762,52613.54325,19415.84283,61726.94974,19379.38483,54210.87656,39647.96977,36660.31788,49988.30278,54531.77341,19466.51458,20563.38688,18259.73093,22990.96967,54492.46222,41851.32504,27763.50625,19366.34238,19460.9723,51246.18047,20475.50115,67458.61638,69876.52374,958.2446811,19328.65341,19444.85588,21476.54535,23144.56434,56022.77774,23498.1941,49557.23345,21664.24663,30973.14124,76028.90328,40141.25239,19460.9723,56920.23343,4587.702534,55359.7335,52579.87404,51720.41911,20553.82591,12656.657,19359.44937,22690.78927,35358.60576,30809.73574,19379.38483,52764.32752,59297.505,19549.70751,23344.66165,34980.76333,50998.15057,3989.444284,15330.61808,53548.85437,53451.61896,20603.24589,43037.3035,35358.60576,64637.99985,19319.45207,20567.86714,31354.18791,64876.19407,4649.901681,34433.203,19330.13092,22395.30797,52899.08345,56906.29412,23519.61001,51414.13728,32284.42373,36752.8392,30881.79523,20530.39775,32487.82234,72467.08791,50657.95814,55050.46765,36624.13152,19330.13092,20567.86714,60421.53126,22192.26887,36739.81778,44821.20161,50158.95629,22685.99928,49850.53151,19553.46598,30595.45794,40182.50475,36906.93373,63916.90932,36831.74076,23833.76802,19334.71628,22105.10624,22781.92738,57994.55854,559.0216064,32717.70699,34222.60056,22632.35128,61507.75088,31493.51432,43597.84519,22736.78056,22320.44887,50962.2776,18654.40747,30861.83505,22374.5873,30803.61058,958.2446811,54569.47098,17546.0871,22679.84761,31235.5025,36653.55228,19411.91271,23649.01855,51111.41576,18671.50811,37864.08733,22378.06729,35160.76148,20582.88968,55637.87455,20611.92795,19537.05595,31887.41896,40296.64673,22576.6566,19537.05595,23321.0536,19351.94599,19328.65341,22274.8039,55108.60647,18654.40747,55602.60969,56920.23343,57901.88367,22783.56337,51856.4014,59958.37141,32451.09662,4587.702534,36937.44441,31384.18953,23321.0536,42567.97106,54008.95699,30711.72106,20433.63487,22822.14907,31384.18953,55741.55402,30169.43578,49229.93144,20603.24589,22736.28923,52943.44546,19462.97728,11039.65221,23176.69047,20611.92795,50980.53709,19420.78676,50585.81021,19434.30583,27676.6997,19319.45207,19489.22361,146331.4461,19292.18596,40112.24388,53840.71597,33921.15744,53909.4882,22274.8039,22192.26887,19444.85588,20594.71895,52585.3963,20563.38688,18654.40747,22631.61922,60448.27578,26381.96556,31235.5025,37419.84309,559.0216064,19328.65341,19529.96238,23462.70949,22685.99928,34107.14715,19305.44687,22990.96967,22767.39731,31290.0098,51283.9167,53840.4467,19537.05595,41903.66819,20090.26063,21834.02265,22745.0832,19366.34238,6382.257814,31825.40777,56455.40687,19292.18596,54269.27695,61962.55397,35141.10034,60563.61699,19462.97728,52327.28118,20530.39775,33429.62002,59830.76976,35111.68169,46958.58083,51047.42092,19463.01355,19292.18596,19366.34238,47283.42183,35398.19593,20386.65643,22719.09641,20426.24292,60213.81473,24888.66855,19567.36024,30750.33698,51047.24438,44328.19917,20586.3346,46170.64406,2,225916672,1.280916572,0,0,0,0,0,0.15587905,1686900,8848.916992,0,0,58229,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
